Id,field,age,type,year,month,date,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4
5517,5,28,5,2014,8,2014-08-01,27.56,23.942,2.1317,0.31351,114.24,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,175.39,231.69,263.33,421.1,528.0,557.09,383.1,237.45,209.96,135.25,110.16,179.91,0.31368,0.31898,0.33343
5518,5,28,5,2014,9,2014-09-01,27.873,23.087,2.5205,0.27941,119.45,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,114.24,175.39,231.69,263.33,421.1,528.0,557.09,383.1,237.45,209.96,135.25,110.16,0.28057,0.28956,0.30738
5519,5,28,5,2014,10,2014-10-01,28.235,23.669,2.5016,0.28365,184.4,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,119.45,114.24,175.39,231.69,263.33,421.1,528.0,557.09,383.1,237.45,209.96,135.25,0.28186,0.28327,0.2916
5520,5,28,5,2014,11,2014-11-01,28.862,22.757,2.4947,0.25775,42.798,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,184.4,119.45,114.24,175.39,231.69,263.33,421.1,528.0,557.09,383.1,237.45,209.96,0.26073,0.27669,0.28139
5521,5,28,5,2014,12,2014-12-01,28.394,22.867,2.6142,0.26597,236.18,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,42.798,184.4,119.45,114.24,175.39,231.69,263.33,421.1,528.0,557.09,383.1,237.45,0.26684,0.27609,0.2737
5522,5,29,5,2015,1,2015-01-01,26.917,23.68,2.3017,0.30139,404.0,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,236.18,42.798,184.4,119.45,114.24,175.39,231.69,263.33,421.1,528.0,557.09,383.1,0.29733,0.28805,0.27369
5523,5,29,5,2015,2,2015-02-01,26.462,24.037,2.3371,0.32366,419.06,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,404.0,236.18,42.798,184.4,119.45,114.24,175.39,231.69,263.33,421.1,528.0,557.09,0.3199,0.3108,0.28862
5524,5,29,5,2015,3,2015-03-01,26.333,24.494,2.0629,0.34677,504.94,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,419.06,404.0,236.18,42.798,184.4,119.45,114.24,175.39,231.69,263.33,421.1,528.0,0.34513,0.34036,0.32271
5525,5,29,5,2015,4,2015-04-01,26.599,24.644,2.3053,0.34829,438.5,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,504.94,419.06,404.0,236.18,42.798,184.4,119.45,114.24,175.39,231.69,263.33,421.1,0.3475,0.34653,0.34692
5526,5,29,5,2015,5,2015-05-01,27.064,24.834,2.017,0.34697,333.27,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,438.5,504.94,419.06,404.0,236.18,42.798,184.4,119.45,114.24,175.39,231.69,263.33,0.3466,0.34667,0.34758
5527,5,29,5,2015,6,2015-06-01,27.173,24.59,2.1544,0.3354,150.53,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,333.27,438.5,504.94,419.06,404.0,236.18,42.798,184.4,119.45,114.24,175.39,231.69,0.33487,0.3351,0.34192
5528,5,29,5,2015,7,2015-07-01,27.247,24.172,2.1431,0.32136,188.71,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,150.53,333.27,438.5,504.94,419.06,404.0,236.18,42.798,184.4,119.45,114.24,175.39,0.32071,0.32207,0.33022
5529,5,29,5,2015,8,2015-08-01,28.373,23.467,2.1785,0.28435,33.479,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,188.71,150.53,333.27,438.5,504.94,419.06,404.0,236.18,42.798,184.4,119.45,114.24,0.28745,0.30067,0.31252
5530,5,29,5,2015,9,2015-09-01,28.951,22.769,2.5915,0.25461,91.391,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,33.479,188.71,150.53,333.27,438.5,504.94,419.06,404.0,236.18,42.798,184.4,119.45,0.2611,0.28287,0.29331
5531,5,29,5,2015,11,2015-11-01,29.513,22.559,2.8102,0.24738,29.014,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,109.23,91.391,33.479,188.71,150.53,333.27,438.5,504.94,419.06,404.0,236.18,42.798,0.25343,0.27348,0.27217
5532,5,29,5,2015,11,2015-11-01,29.513,22.559,2.8102,0.24738,29.014,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,109.23,91.391,33.479,188.71,150.53,333.27,438.5,504.94,419.06,404.0,236.18,42.798,0.25343,0.27348,0.27217
5533,5,29,5,2015,12,2015-12-01,28.695,23.5,2.8716,0.26544,207.4,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,29.014,109.23,91.391,33.479,188.71,150.53,333.27,438.5,504.94,419.06,404.0,236.18,0.26318,0.26629,0.26503
5534,5,3,5,2016,7,2016-07-01,27.632,23.868,1.9477,0.30397,149.84,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,130.13,370.67,351.88,520.17,425.24,270.93,207.4,29.014,109.23,91.391,33.479,188.71,0.3033,0.30514,0.30997
5535,5,3,5,2016,8,2016-08-01,28.707,23.07,2.2497,0.26915,90.844,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,149.84,130.13,370.67,351.88,520.17,425.24,270.93,207.4,29.014,109.23,91.391,33.479,0.27153,0.28586,0.29756
5536,5,4,5,2017,4,2017-04-01,26.788,24.824,2.0501,0.35349,357.77,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,27.738,27.415,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,25.059,25.366,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,551.84,559.83,575.24,310.73,42.759,288.39,99.864,90.844,149.84,130.13,370.67,351.88,0.35298,0.35309,0.3545
5537,5,4,5,2017,5,2017-05-01,27.413,24.916,2.0539,0.33903,270.76,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,27.738,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,25.059,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,357.77,551.84,559.83,575.24,310.73,42.759,288.39,99.864,90.844,149.84,130.13,370.67,0.33871,0.34019,0.34887
5538,5,4,5,2017,6,2017-06-01,27.572,24.723,1.9355,0.3352,144.24,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,270.76,357.77,551.84,559.83,575.24,310.73,42.759,288.39,99.864,90.844,149.84,130.13,0.33447,0.33374,0.33465
5539,5,4,5,2017,8,2017-08-01,28.502,23.58,2.08,0.27522,141.45,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,57.0,144.24,270.76,357.77,551.84,559.83,575.24,310.73,42.759,288.39,99.864,90.844,0.27681,0.28822,0.3079
5540,5,4,5,2017,11,2017-11-01,29.085,22.716,2.5717,0.24774,25.337,28.66,28.604,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,23.361,23.572,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,2.6919,2.3288,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,0.25575,0.27126,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,210.82,95.806,141.45,57.0,144.24,270.76,357.77,551.84,559.83,575.24,310.73,42.759,0.25107,0.26641,0.26837
5541,6,26,5,2012,1,2012-01-01,27.485,22.956,2.0683,0.26706,381.82,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,141.4,166.04,228.39,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,0.25704,0.23368,0.24339
5542,6,26,5,2012,2,2012-02-01,26.549,23.297,2.096,0.30377,478.91,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,381.82,141.4,166.04,228.39,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,0.29733,0.27838,0.24835
5543,6,26,5,2012,3,2012-03-01,26.234,24.13,2.2271,0.34166,459.26,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,478.91,381.82,141.4,166.04,228.39,99.563,189.17,152.56,97.442,328.63,405.15,535.27,0.33991,0.33399,0.3059
5544,6,26,5,2012,4,2012-04-01,26.94,24.543,2.1819,0.33714,346.79,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,459.26,478.91,381.82,141.4,166.04,228.39,99.563,189.17,152.56,97.442,328.63,405.15,0.33594,0.33414,0.32974
5545,6,26,5,2012,5,2012-05-01,27.329,24.05,2.227,0.32305,228.67,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,346.79,459.26,478.91,381.82,141.4,166.04,228.39,99.563,189.17,152.56,97.442,328.63,0.32291,0.32563,0.33375
5546,6,26,5,2012,6,2012-06-01,27.131,23.789,2.1344,0.30872,121.62,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,228.67,346.79,459.26,478.91,381.82,141.4,166.04,228.39,99.563,189.17,152.56,97.442,0.30724,0.3068,0.31547
5547,6,26,5,2012,7,2012-07-01,26.892,24.327,1.9268,0.33259,116.7,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,121.62,228.67,346.79,459.26,478.91,381.82,141.4,166.04,228.39,99.563,189.17,152.56,0.3316,0.32893,0.32249
5548,6,26,5,2012,8,2012-08-01,27.277,23.321,2.0522,0.30337,62.904,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,116.7,121.62,228.67,346.79,459.26,478.91,381.82,141.4,166.04,228.39,99.563,189.17,0.30271,0.30512,0.31761
5549,6,26,5,2012,9,2012-09-01,28.32,22.013,2.4741,0.2499,69.999,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,62.904,116.7,121.62,228.67,346.79,459.26,478.91,381.82,141.4,166.04,228.39,99.563,0.25197,0.27009,0.297
5550,6,26,5,2012,10,2012-10-01,29.649,21.068,2.5434,0.20588,88.05,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,69.999,62.904,116.7,121.62,228.67,346.79,459.26,478.91,381.82,141.4,166.04,228.39,0.20969,0.23772,0.27499
5551,6,26,5,2012,11,2012-11-01,29.815,21.118,2.4326,0.21182,47.664,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,88.05,69.999,62.904,116.7,121.62,228.67,346.79,459.26,478.91,381.82,141.4,166.04,0.21087,0.22919,0.25839
5552,6,26,5,2012,12,2012-12-01,27.974,22.671,2.3178,0.2585,200.6,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,47.664,88.05,69.999,62.904,116.7,121.62,228.67,346.79,459.26,478.91,381.82,141.4,0.25031,0.23437,0.24902
5553,6,27,5,2013,1,2013-01-01,26.395,24.069,2.3769,0.32757,334.78,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,200.6,47.664,88.05,69.999,62.904,116.7,121.62,228.67,346.79,459.26,478.91,381.82,0.32343,0.30735,0.26756
5554,6,27,5,2013,2,2013-02-01,26.246,24.051,2.3725,0.34441,637.73,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,334.78,200.6,47.664,88.05,69.999,62.904,116.7,121.62,228.67,346.79,459.26,478.91,0.34328,0.33941,0.32178
5555,6,27,5,2013,3,2013-03-01,26.561,24.571,2.3737,0.3525,428.42,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,637.73,334.78,200.6,47.664,88.05,69.999,62.904,116.7,121.62,228.67,346.79,459.26,0.35171,0.35012,0.3488
5556,6,27,5,2013,4,2013-04-01,26.497,24.65,2.0797,0.35712,362.5,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,428.42,637.73,334.78,200.6,47.664,88.05,69.999,62.904,116.7,121.62,228.67,346.79,0.35675,0.35601,0.35527
5557,6,27,5,2013,5,2013-05-01,26.672,24.392,2.0641,0.35471,343.73,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,362.5,428.42,637.73,334.78,200.6,47.664,88.05,69.999,62.904,116.7,121.62,228.67,0.35501,0.3569,0.36258
